0,33,4,2,42,2,2,1,0,0,4,2,23,2,1,2,2,1,0,0,1
2,24,4,2,36,4,4,4,0,1,4,3,20,2,0,2,2,1,0,0,0
0,24,2,9,65,0,2,2,0,0,2,2,21,1,1,1,1,1,0,0,0
1,12,2,3,15,0,1,1,0,0,1,0,23,2,0,1,2,1,0,0,1
1,12,2,1,20,4,2,4,0,0,2,2,30,2,1,1,2,1,0,0,1
1,6,1,0,9,1,1,1,0,0,1,1,32,1,1,1,1,1,0,0,1
0,36,2,1,54,0,4,2,0,0,4,3,42,2,2,1,2,2,0,0,0
1,21,2,9,11,0,4,2,0,0,4,1,39,2,1,1,2,2,0,0,0
0,12,2,2,12,4,4,2,0,0,4,1,49,2,1,1,1,1,1,0,1
0,12,4,0,21,0,2,4,0,0,2,1,30,2,1,2,2,1,0,0,0
0,33,4,2,42,2,2,1,0,0,4,2,23,2,1,1,2,1,0,0,1
0,33,4,2,42,2,2,1,0,0,4,3,23,2,1,1,2,1,0,0,1
0,33,4,2,42,2,2,1,0,0,3,2,23,2,1,1,2,1,0,0,-1
0,33,4,2,42,2,2,1,0,0,2,2,23,2,1,1,2,1,0,0,-1
0,33,4,1,42,2,2,1,0,0,2,2,23,2,1,1,2,1,0,0,-1
0,33,4,0,42,2,2,1,0,0,2,2,23,2,1,1,2,1,0,0,-1
0,33,4,0,42,2,2,1,0,0,2,2,24,2,1,1,2,1,0,0,-1
0,33,4,0,41,2,2,1,0,0,2,2,24,2,1,1,2,1,0,0,-1
1,26,4,3,39,0,0,4,0,1,4,2,23,2,0,1,2,2,0,1,1
1,26,4,3,39,0,0,4,0,1,4,1,23,2,0,1,2,2,0,1,1
1,26,4,3,39,0,0,4,0,1,4,1,23,2,0,1,2,1,0,1,1
1,26,4,3,39,0,0,4,0,1,4,2,23,2,0,1,2,1,0,1,1
1,26,4,3,39,0,0,4,0,1,4,2,23,2,0,1,2,1,1,1,1
1,27,4,3,39,0,0,4,0,1,4,2,23,2,0,1,2,1,1,1,1
1,27,4,3,39,0,0,4,0,1,4,1,23,2,0,1,2,1,1,1,1
1,27,4,3,38,0,0,4,0,1,4,1,23,2,0,1,2,1,1,1,1
1,27,4,3,37,0,0,4,0,1,4,1,23,2,0,1,2,1,1,1,1
1,27,4,3,38,0,0,4,0,1,4,1,23,2,0,1,2,2,1,1,1
1,27,4,3,38,0,0,4,0,2,4,1,23,2,0,1,2,2,1,1,1
