4,0,8,13,2,5,3,0,0,0,0,36,0,1
5,4,9,0,1,12,3,0,0,0,0,40,0,1
4,0,13,5,4,0,5,0,0,0,0,40,0,1
4,0,4,3,0,12,2,4,0,0,0,40,0,1
6,4,9,3,4,8,5,0,0,0,0,35,0,1
2,0,2,1,1,1,5,0,0,0,0,35,0,1
4,5,6,10,1,5,5,0,0,0,0,35,0,1
3,5,8,0,2,5,3,0,0,0,0,40,0,1
4,0,18,1,2,3,3,0,0,0,0,70,0,1
4,0,4,1,1,4,3,0,0,0,14,40,0,0
4,4,6,0,2,5,5,4,0,0,0,40,0,1
4,0,8,13,2,5,3,0,0,0,0,37,0,1
5,0,8,13,2,5,3,0,0,0,0,37,0,1
5,0,8,13,2,5,3,0,0,0,0,36,0,1
5,0,8,13,2,4,3,0,0,0,0,36,0,1
5,0,8,13,1,4,3,0,0,0,0,36,0,1
5,0,8,13,1,4,4,0,0,0,0,36,0,1
5,0,8,13,1,4,4,0,0,0,0,37,0,1
5,1,8,13,1,4,4,0,0,0,0,37,0,1
6,1,8,13,1,4,4,0,0,0,0,37,0,1
6,2,8,13,1,4,4,0,0,0,0,37,0,1
6,2,8,13,1,4,3,0,0,0,0,37,0,1
6,1,8,13,1,4,3,0,0,0,0,37,0,1
6,1,8,14,1,4,3,0,0,0,0,37,0,1
6,1,8,14,1,4,3,0,0,0,0,36,0,1
6,1,7,14,1,4,3,0,0,0,0,36,0,1
6,1,7,14,1,5,3,0,0,0,0,36,0,1
6,1,7,14,1,5,3,0,0,1,0,36,0,1
6,1,7,14,1,5,3,0,0,1,0,37,0,1
6,1,7,14,1,5,3,0,0,0,0,37,0,1
6,1,7,14,1,5,3,0,0,0,0,37,1,1
6,1,7,14,1,5,3,0,0,1,0,37,1,1
6,1,7,14,2,5,3,0,0,1,0,37,1,1
6,1,7,14,2,5,3,0,0,1,0,38,1,1
6,1,8,14,2,5,3,0,0,1,0,38,1,1
6,1,8,14,2,5,3,0,0,1,0,38,2,1
6,1,8,14,2,5,3,0,0,1,1,38,2,1
6,1,8,14,1,5,3,0,0,1,1,38,2,1
6,2,8,14,1,5,3,0,0,1,1,38,2,1
6,1,8,14,1,5,2,0,0,1,1,39,2,-1
6,1,8,13,1,5,2,0,0,1,1,39,2,-1
6,1,8,13,2,5,2,0,0,1,1,39,2,-1
6,1,7,13,1,5,2,0,0,1,1,39,2,-1
6,1,7,14,1,5,2,0,0,1,1,39,2,-1
6,1,7,14,2,5,2,0,0,1,1,39,2,-1
6,1,6,14,2,5,2,0,0,1,1,39,2,-1
6,1,6,14,2,4,2,0,0,1,1,39,2,-1
6,1,6,14,2,4,2,0,0,1,1,39,3,-1
7,1,6,14,2,4,2,0,0,1,1,39,3,-1
7,1,5,14,2,4,2,0,0,1,1,39,3,-1
7,1,5,14,2,4,2,0,0,1,1,40,3,-1
7,1,5,14,3,4,2,0,0,1,1,40,3,-1
7,1,6,14,3,4,2,0,0,1,1,40,3,-1
7,1,6,14,3,4,2,0,0,0,1,40,3,-1
7,1,6,14,3,4,2,0,0,0,0,40,3,-1
7,1,6,14,3,4,2,0,0,0,0,40,4,-1
7,1,6,14,3,4,2,0,0,0,0,39,4,-1
7,1,6,13,3,4,2,0,0,0,0,39,4,-1
7,1,6,12,3,4,2,0,0,0,0,39,4,-1
7,1,6,12,3,4,2,0,0,0,0,39,3,-1
7,1,6,12,3,4,2,0,0,0,0,39,2,-1
7,1,6,12,3,4,1,0,0,0,0,39,2,-1
7,1,6,12,3,4,1,0,0,0,0,40,2,-1
7,1,6,12,4,4,1,0,0,0,0,40,2,-1
7,0,6,12,4,4,1,0,0,0,0,40,2,-1
7,0,6,12,4,4,1,0,0,0,0,41,2,-1
7,0,5,12,4,4,1,0,0,0,0,41,2,-1
7,0,5,12,4,4,1,0,0,0,1,41,2,-1
7,0,5,12,4,5,1,0,0,0,1,41,2,-1
7,0,5,12,4,5,1,0,0,0,1,40,2,-1
7,0,5,12,4,5,1,0,0,0,2,40,2,-1
7,0,5,12,4,5,1,0,0,0,2,40,1,-1
7,0,5,12,4,5,0,0,0,0,2,40,1,-1
7,0,5,12,4,5,0,0,0,0,3,40,1,-1
7,0,4,12,4,5,0,0,0,0,3,40,1,-1
7,0,4,12,3,5,0,0,0,0,3,40,1,-1
7,0,3,12,3,5,0,0,0,0,3,40,1,-1
7,0,3,12,3,5,0,0,0,0,3,40,0,-1
7,1,3,12,3,5,0,0,0,0,3,40,0,-1
7,1,3,12,3,4,0,0,0,0,3,40,0,-1
7,1,4,12,3,4,0,0,0,0,3,40,0,-1
7,1,4,13,3,4,0,0,0,0,3,40,0,-1
7,2,4,13,3,4,0,0,0,0,3,40,0,-1
7,2,4,13,3,4,0,0,0,0,3,40,1,-1
6,2,4,13,3,4,0,0,0,0,3,40,1,-1
6,2,4,13,3,4,0,0,0,0,3,39,1,-1
6,2,4,14,3,4,0,0,0,0,3,39,1,-1
6,2,4,14,2,4,0,0,0,0,3,39,1,-1
6,2,4,14,2,4,0,0,0,0,3,39,2,-1
6,2,4,14,2,4,1,0,0,0,3,39,2,-1
6,2,4,14,2,5,1,0,0,0,3,39,2,-1
6,2,4,15,2,5,1,0,0,0,3,39,2,-1
6,2,4,15,2,5,0,0,0,0,3,39,2,-1
9,5,12,12,1,5,1,4,0,1,1,35,1,-1
9,5,12,12,1,5,1,4,0,1,1,34,1,-1
9,5,11,12,1,5,1,4,0,1,1,34,1,-1
9,5,11,12,1,5,1,4,0,1,1,33,1,-1
9,5,11,13,1,5,1,4,0,1,1,33,1,-1
9,5,11,13,1,5,1,4,0,1,1,33,0,-1
9,5,11,13,1,5,1,4,0,1,2,33,0,-1
9,5,11,13,1,5,1,4,0,1,3,33,0,-1
9,5,11,13,1,5,1,4,0,1,3,32,0,-1
9,5,11,13,1,5,1,4,0,1,3,31,0,-1
9,5,11,13,1,5,1,4,0,1,3,30,0,-1
9,6,11,13,1,5,1,4,0,1,3,31,0,-1
9,6,12,13,1,5,1,4,0,1,3,31,0,-1
9,6,12,13,1,4,1,4,0,1,3,31,0,-1
9,6,12,12,1,4,1,4,0,1,3,31,0,-1
9,6,12,12,1,4,1,4,0,1,3,32,0,-1
9,6,12,12,1,4,1,4,0,1,3,32,1,-1
9,6,12,12,1,5,1,4,0,1,3,32,1,-1
9,6,11,12,1,4,1,4,0,1,3,32,1,-1
9,6,11,12,1,5,1,4,0,1,3,32,1,-1
8,6,11,12,1,5,1,4,0,1,3,32,1,-1
8,6,11,12,1,5,1,4,0,1,3,32,0,-1
8,6,11,11,1,5,1,4,0,1,3,32,0,-1
8,6,11,11,1,6,1,4,0,1,3,32,0,-1
7,6,11,11,1,6,1,4,0,1,3,32,0,-1
7,6,11,11,1,6,2,4,0,1,3,32,0,-1
6,6,11,11,1,6,2,4,0,1,3,32,0,-1
6,6,11,11,1,6,2,4,0,1,3,31,0,-1
6,6,11,10,1,6,2,4,0,1,3,31,0,-1
6,6,11,10,1,6,2,4,0,1,4,31,0,-1
6,6,11,10,1,6,2,4,0,1,4,32,0,-1
6,6,11,10,1,6,2,4,0,1,5,32,0,-1
6,6,11,10,1,6,2,4,0,1,5,31,0,-1
6,6,12,10,1,6,2,4,0,1,5,31,0,-1
6,6,12,10,1,6,2,4,0,1,4,31,0,-1
6,6,12,10,1,7,2,4,0,1,4,31,0,-1
7,6,12,10,1,7,2,4,0,1,4,31,0,-1
7,6,12,10,1,7,2,4,0,1,4,30,0,-1
7,6,12,10,1,7,2,4,0,2,4,30,0,-1
7,6,12,10,1,7,1,4,0,2,4,30,0,-1
7,6,11,10,1,7,1,4,0,2,4,30,0,-1
4,5,17,7,3,8,4,0,0,3,9,32,2,1
4,5,17,7,2,8,4,0,0,3,9,32,2,1
4,5,17,7,2,8,4,0,0,2,9,32,2,1
4,5,17,8,2,8,4,0,0,2,9,32,2,1
4,5,17,8,2,8,4,0,0,2,9,33,2,1
4,5,18,8,2,8,4,0,0,2,9,33,2,1
4,5,18,8,2,7,4,0,0,2,9,33,2,1
4,5,18,8,2,7,5,0,0,2,9,33,2,1
3,5,18,8,2,7,5,0,0,2,9,33,2,1
3,5,18,8,3,7,5,0,0,2,9,33,2,1
3,5,18,8,3,7,5,0,0,2,9,33,3,1
3,5,18,8,4,7,5,0,0,2,9,33,3,1
3,5,18,8,4,7,5,0,0,2,9,32,3,1
4,5,18,8,4,7,5,0,0,2,9,32,3,1
4,5,18,8,4,7,5,0,0,2,9,33,3,1
