0,12,2,3,14,0,2,4,0,0,1,2,23,0,1,1,2,1,0,0,1
0,6,2,1,13,2,0,1,0,0,2,1,23,2,0,1,0,1,1,0,1
0,12,2,2,18,0,1,4,0,0,1,2,22,2,0,1,2,1,0,0,1
0,9,2,2,21,0,2,3,0,0,2,0,25,2,1,1,2,1,0,0,1
1,9,2,3,16,0,1,4,0,0,2,2,22,2,1,1,2,1,1,0,1
0,12,2,3,14,0,2,4,0,0,1,2,23,0,1,1,2,2,0,0,1
0,12,2,3,14,0,2,4,0,0,1,2,23,0,1,2,2,2,0,0,1
0,12,2,3,15,0,2,4,0,0,1,2,23,0,1,2,2,2,0,0,1
0,13,2,3,15,0,2,4,0,0,1,2,23,0,1,2,2,2,0,0,1
0,13,2,3,15,0,2,4,0,0,1,2,23,0,1,2,3,2,0,0,1
0,13,2,3,15,0,2,4,0,0,1,2,23,0,1,1,3,2,0,0,1
0,13,2,3,15,0,2,4,0,0,1,2,23,0,1,1,2,2,0,0,1
0,13,2,3,16,0,2,4,0,0,1,2,23,0,1,1,2,2,0,0,1
0,13,2,3,16,0,3,4,0,0,1,2,23,0,1,1,2,2,0,0,1
0,13,2,3,16,0,3,4,0,0,1,2,24,0,1,1,2,2,0,0,1
0,13,2,3,17,0,3,4,0,0,1,2,24,0,1,1,2,2,0,0,1
0,13,2,2,17,0,3,4,0,0,1,2,24,0,1,1,2,2,0,0,1
0,13,2,2,17,0,3,4,0,0,1,2,24,1,1,1,2,2,0,0,1
0,13,2,2,17,0,3,4,0,0,1,2,25,1,1,1,2,2,0,0,1
0,13,2,2,17,0,3,4,0,0,1,2,25,1,1,2,2,2,0,0,1
0,12,2,2,17,0,3,4,0,0,1,2,25,1,1,2,2,2,0,0,1
0,12,2,2,18,0,3,4,0,0,1,2,25,1,1,2,2,2,0,0,1
0,12,2,2,18,0,3,4,0,0,1,2,24,1,1,2,2,2,0,0,1
0,12,2,2,18,0,3,4,0,0,1,2,24,1,1,2,2,2,0,1,1
0,12,2,2,18,0,3,4,0,0,1,2,24,1,2,2,2,2,0,1,1
0,12,2,2,18,0,3,4,0,0,1,2,25,1,2,2,2,2,0,1,1
0,12,2,2,18,0,3,4,0,0,1,1,25,1,2,2,2,2,0,1,1
0,12,2,2,18,0,3,3,0,0,1,1,25,1,2,2,2,2,0,1,1
0,12,2,2,18,0,3,3,0,0,1,1,25,1,2,3,2,2,0,1,1
0,12,2,2,18,0,3,3,0,0,1,1,25,1,2,4,2,2,0,1,1
0,12,2,2,18,0,3,3,0,0,1,1,25,1,2,4,2,2,1,1,1
0,12,2,2,18,0,3,3,0,0,1,2,25,1,2,4,2,2,1,1,1
0,12,2,2,18,0,2,3,0,0,1,2,25,1,2,4,2,2,1,1,1
0,12,1,2,18,0,2,3,0,0,1,2,25,1,2,4,2,2,1,1,1
1,12,1,2,18,0,2,3,0,0,1,2,25,1,2,4,2,2,1,1,1
1,11,1,2,18,0,2,3,0,0,1,2,25,1,2,4,2,2,1,1,1
0,11,1,2,18,0,2,3,0,0,1,2,25,1,2,4,2,2,1,1,1
0,9,1,3,14,0,4,2,0,0,4,2,24,2,2,3,1,1,1,1,-1
1,9,1,3,14,0,4,2,0,0,4,2,24,2,2,3,1,1,1,1,-1
