2,0,8,0,2,8,1,0,0,0,0,40,0,0
5,4,14,10,1,5,3,0,0,0,0,40,0,1
3,0,6,3,1,3,3,0,0,0,0,60,0,1
4,0,13,5,4,0,5,0,0,0,0,40,0,1
3,1,15,5,2,3,3,0,0,0,0,80,0,1
3,0,7,6,1,5,5,0,0,0,0,40,0,1
6,2,8,5,0,3,2,0,0,0,18,50,0,1
3,0,9,7,0,6,2,0,0,0,0,46,0,0
4,0,10,0,2,5,3,0,0,0,0,40,0,1
3,0,12,0,2,4,3,0,0,0,0,40,0,1
2,0,8,0,1,8,1,0,0,0,0,40,0,-1
2,0,8,0,1,8,0,0,0,0,0,40,0,-1
2,0,8,0,2,8,0,0,0,0,0,40,0,-1
2,0,8,0,2,8,0,0,0,0,1,40,0,-1
2,0,8,0,2,8,0,0,0,0,1,40,1,-1
2,1,8,0,2,8,0,0,0,0,1,40,1,-1
2,0,8,0,2,8,0,0,0,0,1,41,0,-1
2,0,8,0,2,7,0,0,0,0,1,41,0,-1
1,0,8,0,2,7,0,0,0,0,1,41,0,-1
1,0,8,0,2,7,1,0,0,0,1,41,0,-1
1,0,8,0,2,8,1,0,0,0,1,41,0,-1
1,0,8,0,2,8,1,0,0,0,2,41,0,-1
1,0,8,0,2,9,1,0,0,0,2,41,0,-1
1,0,8,0,2,9,1,0,0,0,3,41,0,-1
1,0,8,0,3,9,1,0,0,0,3,41,0,-1
1,0,8,0,3,9,1,0,0,0,2,41,0,-1
1,0,8,0,3,9,1,0,0,0,2,40,0,-1
1,0,8,0,3,9,1,0,0,1,2,40,0,-1
1,0,8,0,3,9,1,0,0,1,2,41,0,-1
1,0,8,0,3,10,1,0,0,1,2,41,0,-1
1,0,8,0,3,10,0,0,0,1,2,41,0,-1
1,0,8,0,3,10,0,0,0,1,2,40,0,-1
2,0,8,0,3,10,0,0,0,1,2,40,0,-1
2,0,8,0,3,10,1,0,0,1,2,40,0,-1
2,0,8,0,3,10,2,0,0,1,2,40,0,-1
1,0,8,0,3,10,2,0,0,1,2,40,0,-1
1,0,8,0,3,11,2,0,0,1,2,40,0,-1
1,0,8,0,3,11,1,0,0,1,2,40,0,-1
5,8,3,2,5,13,0,0,0,1,7,41,6,1
5,8,3,2,5,13,0,0,0,1,8,41,6,1
5,8,3,3,5,13,0,0,0,1,8,41,6,1
4,8,3,3,5,13,0,0,0,1,8,41,6,1
4,8,3,3,5,13,0,0,0,1,8,41,5,1
5,8,3,3,5,13,0,0,0,1,8,41,5,1
5,8,3,4,5,13,0,0,0,1,8,41,5,1
5,8,3,4,5,13,1,0,0,1,8,41,5,1
5,8,4,4,5,13,1,0,0,1,8,41,5,1
5,8,3,4,4,13,1,0,0,1,8,41,5,1
5,8,3,4,5,12,1,0,0,1,8,41,5,1
5,8,3,4,5,12,1,0,0,1,8,41,4,1
5,8,3,4,5,12,1,0,0,1,8,41,3,1
5,8,3,4,5,12,1,0,0,0,8,41,3,1
