0,12,0,1,24,0,0,1,0,0,1,0,25,0,0,1,0,1,0,0,1
0,10,0,0,19,0,0,1,0,0,1,0,24,0,0,1,0,1,0,0,1
0,9,0,0,16,0,0,1,0,0,1,0,23,0,0,1,0,1,0,0,1
0,11,0,1,21,0,0,1,0,0,1,0,24,0,0,1,0,1,0,0,1
0,12,0,1,25,0,0,1,0,0,1,0,25,0,0,1,0,1,0,0,1
0,8,0,0,16,0,0,1,0,0,1,0,23,0,0,1,0,1,0,0,1
0,9,0,0,17,0,0,1,0,0,1,0,23,0,0,1,0,1,0,0,1
0,9,0,0,18,0,0,1,0,0,1,0,23,0,0,1,0,1,0,0,1
0,8,0,0,14,0,0,1,0,0,1,0,22,0,0,1,0,1,0,0,1
0,13,0,1,28,0,0,1,0,0,1,0,27,0,0,1,0,1,0,0,1
0,10,0,1,20,0,0,1,0,0,1,0,24,0,0,1,0,1,0,0,1
0,11,0,1,22,0,0,1,0,0,1,0,25,0,0,1,0,1,0,0,1
0,7,0,0,13,0,0,1,0,0,1,0,22,0,0,1,0,1,0,0,1
0,10,0,1,21,0,0,1,0,0,1,0,24,0,0,1,0,1,0,0,1
0,13,0,1,27,0,0,1,0,0,1,0,26,0,0,1,0,1,0,0,1
0,13,0,1,28,0,0,1,0,0,1,0,26,0,0,1,0,1,0,0,1
0,12,0,1,25,0,0,1,0,0,1,0,26,0,0,1,0,1,0,0,1
0,13,0,1,29,0,0,1,0,0,1,0,27,0,0,1,0,1,0,0,1
0,18,0,0,5,0,0,1,0,0,1,0,19,0,0,1,0,1,0,0,0
0,11,0,1,23,0,0,1,0,0,1,0,25,0,0,1,0,1,0,0,1
0,8,0,0,15,0,0,1,0,0,1,0,23,0,0,1,0,1,0,0,1
0,8,0,0,15,0,0,1,0,0,1,0,22,0,0,1,0,1,0,0,1
0,10,0,1,20,0,0,1,0,0,1,0,24,0,0,1,0,1,0,1,1
0,13,0,1,26,0,0,1,0,0,1,0,26,0,0,1,0,1,0,0,1
0,12,0,1,26,0,0,1,0,0,1,0,26,0,0,1,0,1,0,0,1
0,10,0,1,19,0,0,1,0,0,1,0,24,0,0,1,0,1,0,0,1
0,8,0,0,13,0,0,1,0,0,1,0,22,0,0,1,0,1,0,0,1
0,13,0,1,24,0,0,1,0,0,1,0,25,0,0,1,0,1,0,0,1
0,13,0,1,24,0,0,1,0,0,1,0,26,0,0,1,0,1,0,0,1
0,13,1,1,24,0,0,1,0,0,1,0,26,0,0,1,0,1,0,0,1
0,13,1,1,24,0,0,1,0,0,1,0,26,0,1,1,0,1,0,0,1
0,13,0,1,24,0,0,1,0,0,1,0,26,0,1,1,0,1,0,0,1
0,13,0,1,24,0,0,1,0,0,1,0,26,0,1,1,1,1,0,0,1
0,13,0,1,25,0,0,1,0,0,1,0,26,0,1,1,1,1,0,0,1
0,13,0,1,25,0,0,1,0,0,1,0,26,0,0,1,1,1,0,0,1
0,13,0,0,25,0,0,1,0,0,1,0,26,0,0,1,1,1,0,0,1
0,13,0,0,25,1,0,1,0,0,1,0,26,0,0,1,1,1,0,0,1
